group2	family2	genus2	group	family	genus	taxa	ID	DIN	shortcode	level	gt	sens	exp	refu	SPEAR
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura nimborella	7343	10349	protnila	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura nimborum	6612	666	protnium	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura nitida	6613	241	protniti	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura nitida-Gr.	14421	NA	protnigr	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura oitica	13544	NA	protoiti	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura oreas	21385	NA	protorea	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura praecox ssp.	21387	NA	proprssp	subspecies	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura pseudonimborum	20354	NA	protpseu	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura pyrenaica	14731	NA	protpyre	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura rauschi	20310	NA	protraus	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura ressli	21388	NA	protress	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura risi	6615	279	protrisi	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura ruffoi	15984	NA	protruff	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura salfii	15985	NA	protsalf	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura sicula	15986	NA	protsicu	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura siveci	21389	NA	protsive	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura sp.	6616	111	protonsp	genus	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura spinulata	21390	NA	prospinu	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura spinulosa	21391	NA	protspin	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura strandschaensis	20355	NA	protstra	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura talboti	21442	NA	prottalb	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura tarda	20356	NA	prottard	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura teberdensis	21392	NA	prottebe	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura triangulata	21393	NA	prottria	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura tuberculata	20311	NA	prottube	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura tyrrhena	15987	NA	prottyrr	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura umbrosa	21394	NA	protumbr	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura vandeli	20312	NA	protvand	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura vercingetorix	20319	NA	protverc	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura vernalis	21395	NA	protvern	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura viridis	21396	NA	protviri	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura vonbursa	21397	NA	protvonb	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Nemouridae Gen. sp.	Protonemura sp.	Plecoptera	Nemouridae	Protonemura	Protonemura zhiltzovae	21398	NA	protzhil	species	1	0.25	1	0	0
Plecoptera Gen. sp.	Perlidae Gen. sp.	Agnetina sp.	Plecoptera	Perlidae	Agnetina	Agnetina elegantula	8348	20366	agneeleg	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Agnetina sp.	Plecoptera	Perlidae	Agnetina	Agnetina senilis	20333	NA	agneseni	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Agnetina sp.	Plecoptera	Perlidae	Agnetina	Agnetina sp.	8863	NA	agnesp.	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Agnetina sp.	Plecoptera	Perlidae	Agnetina	Agnetina werneri	21399	NA	agnewern	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Dinocras sp.	Plecoptera	Perlidae	Dinocras	Dinocras cephalotes	4978	397	dinoceph	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Dinocras sp.	Plecoptera	Perlidae	Dinocras	Dinocras cephalotes/megacephala	9963	NA	dinoceme	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Dinocras sp.	Plecoptera	Perlidae	Dinocras	Dinocras ferreri	15293	NA	dinoferr	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Dinocras sp.	Plecoptera	Perlidae	Dinocras	Dinocras megacephala	4981	924	dinomega	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Dinocras sp.	Plecoptera	Perlidae	Dinocras	Dinocras sp.	4982	704	dinosp.	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Eoperla sp.	Plecoptera	Perlidae	Eoperla	Eoperla ochracea	13619	NA	eopeochr	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Eoperla sp.	Plecoptera	Perlidae	Eoperla	Eoperla sp.	13620	NA	eopesp.	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Helenoperla sp.	Plecoptera	Perlidae	Helenoperla	Helenoperla malickyi	20221	NA	helemali	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Helenoperla sp.	Plecoptera	Perlidae	Helenoperla	Helenoperla sp.	20222	NA	helenosp	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Marthamea sp.	Plecoptera	Perlidae	Marthamea	Marthamea selysii	5949	20367	martsely	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Marthamea sp.	Plecoptera	Perlidae	Marthamea	Marthamea sp.	13621	20379	martsp.	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Marthamea sp.	Plecoptera	Perlidae	Marthamea	Marthamea vitripennis	5950	20368	martvitr	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Paragnetina sp.	Plecoptera	Perlidae	Paragnetina	Paragnetina flavotincta	10000887	NA	NA	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Paragnetina sp.	Plecoptera	Perlidae	Paragnetina	Paragnetina sp.	21400	NA	paragnsp	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Paragnetina sp.	Plecoptera	Perlidae	Paragnetina	Paragnetina spinulifera	21401	NA	paraspin	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla abdominalis	6368	20930	perlburm	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla bipunctata	6367	456	perlbipu	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla bipunctata/grandis	20150	NA	perlbigr	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla carantana	20525	NA	perlcara	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla caucasica	20292	NA	perlpers	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla grandis	6369	693	perlgran	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla hrovati	21403	NA	perlhrov	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla illiesi	15867	NA	perlilli	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla kiritshenkoi	21404	NA	perlkiri	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla madritensis	14784	NA	perlmadr	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla marginata	6370	143	perlmarg	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla marginata/pallida	16888	NA	perlmapa	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla pallida	13622	NA	perlpall	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla sp.	6372	336	perlasp	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perla sp.	Plecoptera	Perlidae	Perla	Perla zwicki	21405	NA	perlzwic	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlidae Gen. sp.	Perlidae Gen. sp.	Plecoptera	Perlidae	Perlidae	Perlidae Gen. sp.	8412	20937	perlidge	family	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Afroperlodes sp.	Plecoptera	Perlodidae	Afroperlodes	Afroperlodes lecerfi	21406	NA	afrolece	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Afroperlodes sp.	Plecoptera	Perlodidae	Afroperlodes	Afroperlodes sp.	21407	NA	afrpersp	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Arcynopteryx sp.	Plecoptera	Perlodidae	Arcynopteryx	Arcynopteryx altaica	10000091	NA	NA	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Arcynopteryx sp.	Plecoptera	Perlodidae	Arcynopteryx	Arcynopteryx compacta	4345	20362	arcycomp	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Arcynopteryx sp.	Plecoptera	Perlodidae	Arcynopteryx	Arcynopteryx sp.	8883	NA	arcysp.	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Besdolus sp.	Plecoptera	Perlodidae	Besdolus	Besdolus bicolor	20208	NA	besdbico	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Besdolus sp.	Plecoptera	Perlodidae	Besdolus	Besdolus illyricus	21948	NA	besdilly	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Besdolus sp.	Plecoptera	Perlodidae	Besdolus	Besdolus imhoffi	7860	10231	besdimho	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Besdolus sp.	Plecoptera	Perlodidae	Besdolus	Besdolus ravizzarum	20332	NA	besdravi	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Besdolus sp.	Plecoptera	Perlodidae	Besdolus	Besdolus sp.	8896	20378	besdsp.	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Besdolus sp.	Plecoptera	Perlodidae	Besdolus	Besdolus ventralis	13623	20363	besdvent	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Bulgaroperla sp.	Plecoptera	Perlodidae	Bulgaroperla	Bulgaroperla mirabilis ssp.	21410	NA	bulmissp	subspecies	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Bulgaroperla sp.	Plecoptera	Perlodidae	Bulgaroperla	Bulgaroperla sp.	20212	NA	bulgarsp	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Dictyogenus sp.	Plecoptera	Perlodidae	Dictyogenus	Dictyogenus alpinum	4964	680	dictalpi	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Dictyogenus sp.	Plecoptera	Perlodidae	Dictyogenus	Dictyogenus fontium	4967	751	dictfont	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Dictyogenus sp.	Plecoptera	Perlodidae	Dictyogenus	Dictyogenus sp.	4968	533	dictyosp	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Diura sp.	Plecoptera	Perlodidae	Diura	Diura bicaudata	4988	396	diurbica	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Diura sp.	Plecoptera	Perlodidae	Diura	Diura majuscula	10000308	NA	NA	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Diura sp.	Plecoptera	Perlodidae	Diura	Diura nanseni	13624	NA	diurnans	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Diura sp.	Plecoptera	Perlodidae	Diura	Diura sp.	8962	NA	diursp.	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Filchneria sp.	Plecoptera	Perlodidae	Filchneria	Filchneria balcarica	21411	NA	filcbalc	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Filchneria sp.	Plecoptera	Perlodidae	Filchneria	Filchneria sp.	21413	NA	filchnsp	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Guadalgenus sp.	Plecoptera	Perlodidae	Guadalgenus	Guadalgenus franzi	13625	NA	guadfran	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Guadalgenus sp.	Plecoptera	Perlodidae	Guadalgenus	Guadalgenus sp.	13626	NA	guadsp.	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Hemimelaena sp.	Plecoptera	Perlodidae	Hemimelaena	Hemimelaena flaviventris	13627	NA	hemiflav	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Hemimelaena sp.	Plecoptera	Perlodidae	Hemimelaena	Hemimelaena sp.	13628	NA	hemlsp.	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isogenus sp.	Plecoptera	Perlodidae	Isogenus	Isogenus nubecula	5660	398	isognube	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isogenus sp.	Plecoptera	Perlodidae	Isogenus	Isogenus sp.	9048	9169	isogsp.	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla acicularis	20223	NA	isopacic	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla albanica	13629	20132	isopalba	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla altaica	10000654	NA	NA	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla ambigua	20224	NA	isopambi	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla andreinii	15530	NA	isopandr	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla armeniaca	21414	NA	isoparme	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla auberti	20320	NA	isopaubt	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla belai	20322	NA	isopbela	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla bipartita	14715	NA	isopbipa	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla bithynica	21415	NA	isopbith	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla breviptera	20323	NA	isopbrev	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla buresi	13630	NA	isopbure	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla carbonaria	15531	NA	isopcarb	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla carpathica	20324	NA	isopcarp	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla chius	20225	NA	isopchiu	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla curtata	20107	NA	isopcurt	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla difformis	5665	103	isopdiff	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla flava	20325	NA	isopflav	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla goertzi	5666	258	isopgoer	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla grammatica	5667	110	isopgram	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla grammatica-Gr.	14422	NA	isopgrgr	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla hyblaea	15532	NA	isophybl	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla ikariae	20226	NA	isopikar	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla illyrica	15533	NA	isopilly	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla ilvana	16567	NA	isopilva	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla inermis	20326	NA	isopiner	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla insularis	15534	NA	isopinsu	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla kir	20327	NA	isopekir	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla kozlovi	10000656	NA	NA	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla lesbica	20227	NA	isoplesb	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla lugens	5668	10233	isopluge	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla luzoni	21291	NA	isopluzo	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla moselyi	20228	NA	isopmose	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla nevada	20229	NA	isopneva	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla obscura	5669	869	isopobsc	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla oenotriae	15535	NA	isopoeno	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla orobica	15536	NA	isoporob	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla oxylepis ssp.	21417	NA	isooxssp	subspecies	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla pallida	20230	NA	isoppall	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla pawlowskii	13632	20365	isoppawl	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla pusilla	20328	NA	isoppusi	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla rhododendri	21418	NA	isoprhod	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla rivulorum	5671	196	isoprivu	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla russevi	20329	NA	isopruss	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla saccai	13633	NA	isopsacc	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla silesica	5672	515	isopsile	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla sp.	5673	139	isopsp.	genus	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla submontana	20321	NA	isopsubm	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla sudetica	5674	962	isopsude	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla tripartita ssp.	21422	NA	isotrssp	subspecies	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla vevcianensis	20330	NA	isopvevc	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla viridinervis	20231	NA	isopviri	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Isoperla sp.	Plecoptera	Perlodidae	Isoperla	Isoperla zwicki	20331	NA	isopzwic	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Perlodes sp.	Plecoptera	Perlodidae	Perlodes	Perlodes dispar	6373	836	perldisp	species	1	0.38	1	1	1
Plecoptera Gen. sp.	Perlodidae Gen. sp.	Perlodes sp.	Plecoptera	Perlodidae	Perlodes	Perlodes dispar/microcephalus	20442	NA	perldimi	species	1	0.38	1	1	1
