group2	family2	genus2	group	family	genus	taxa	ID	DIN	shortcode	level	gt	sens	exp	refu	SPEAR
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Cloeon sp.	Ephemeroptera	Baetidae	Cloeon	Cloeon languidum	20115	NA	cloelang	species	0.4	-0.32	1	1	0
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Cloeon sp.	Ephemeroptera	Baetidae	Cloeon	Cloeon petropolitanum	16602	NA	cloepetr	species	0.4	-0.32	1	1	0
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Cloeon sp.	Ephemeroptera	Baetidae	Cloeon	Cloeon praetextum	10679	NA	cloeprae	species	0.4	-0.32	1	1	0
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Cloeon sp.	Ephemeroptera	Baetidae	Cloeon	Cloeon schoenemundi	10680	NA	cloescho	species	0.4	-0.32	1	1	0
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Cloeon sp.	Ephemeroptera	Baetidae	Cloeon	Cloeon simile	4708	157	cloesimi	species	0.5	-0.32	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Cloeon sp.	Ephemeroptera	Baetidae	Cloeon	Cloeon simile-Gr.	14632	NA	cloesigr	species	0.4	-0.32	1	1	0
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Cloeon sp.	Ephemeroptera	Baetidae	Cloeon	Cloeon sp.	4709	153	cloesp.	genus	0.4	-0.32	1	1	0
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Cloeoninae Gen. sp.	Ephemeroptera	Baetidae	Cloeoninae	Cloeoninae Gen. sp.	19849	NA	cloegesp	genus	0.5	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon bifidum	6574	158	procbifi	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon calabrum	16665	NA	proccala	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon concinnum	16603	NA	procconc	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon fascicaudale	20117	NA	pseufasc	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon lacustre	16666	NA	proclacu	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon macronyx	16604	20999	procmacr	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon nemorale	16667	NA	procnemo	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon parapulchrum	16606	NA	procpara	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon pennulatum	4574	20135	centpenn	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon pulchrum	7858	20285	centpulc	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon sp.	9167	10018	proclosp	genus	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon stenopteryx	7859	NA	centsten	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Procloeon sp.	Ephemeroptera	Baetidae	Procloeon	Procloeon unguiculatum	16608	NA	pseuungu	species	1	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Pseudocentroptiloides sp.	Ephemeroptera	Baetidae	Pseudocentroptiloides	Pseudocentroptiloides nana	10681	20981	pseunanu	species	0.5	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Pseudocentroptiloides sp.	Ephemeroptera	Baetidae	Pseudocentroptiloides	Pseudocentroptiloides romanica	21486	NA	pseuroma	species	0.5	-0.25	1	1	1
Ephemeroptera Gen. sp.	Baetidae Gen. sp.	Pseudocentroptiloides sp.	Ephemeroptera	Baetidae	Pseudocentroptiloides	Pseudocentroptiloides sp.	16577	30000	pseudosp	genus	0.5	-0.25	1	1	1
Ephemeroptera Gen. sp.	Behningiidae Gen. sp.	Behningia sp.	Ephemeroptera	Behningiidae	Behningia	Behningia sp.	14501	NA	behnsp.	genus	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Behningiidae Gen. sp.	Behningia sp.	Ephemeroptera	Behningiidae	Behningia	Behningia ulmeri	4437	NA	behnulme	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Behningiidae Gen. sp.	Behningiidae Gen. sp.	Ephemeroptera	Behningiidae	Behningiidae	Behningiidae Gen. sp.	16813	NA	behnigen	family	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Brachycercus sp.	Ephemeroptera	Caenidae	Brachycercus	Brachycercus europaeus	16609	20295	braceuro	species	0.75	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Brachycercus sp.	Ephemeroptera	Caenidae	Brachycercus	Brachycercus harrisella	4482	948	brachari	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Brachycercus sp.	Ephemeroptera	Caenidae	Brachycercus	Brachycercus kabyliensis	16610	NA	brackaby	species	0.75	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Brachycercus sp.	Ephemeroptera	Caenidae	Brachycercus	Brachycercus sp.	8902	10208	brrcussp	genus	0.75	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Brachycerinae Gen. sp.	Ephemeroptera	Caenidae	Brachycerinae	Brachycerinae Gen. sp.	19840	NA	brnaegsp	genus	0.88	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenidae Gen. sp.	Ephemeroptera	Caenidae	Caenidae	Caenidae Gen. sp.	8416	NA	caengen.	family	0.88	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caeninae Gen. sp.	Ephemeroptera	Caenidae	Caeninae	Caeninae Gen. sp.	19843	NA	caengesp	genus	0.88	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis belfiorei	14770	NA	caenbelf	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis beskidensis	4517	570	caenbesk	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis beskidensis/belfiorei	14771	NA	caenbebe	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis beskidensis/pseudorivulorum	16896	20956	caenbeps	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis horaria	4519	156	caenhora	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis horaria/robusta	16895	NA	caenhoro	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis lactea	4520	733	caenlact	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis luctuosa	4521	847	caenluct	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis luctuosa/macrura	9715	NA	caenluma	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis macrura	4522	177	caenmacr	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis macrura-Gr.	14773	20957	caenmagr	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis macrura/martae	14772	NA	caenmama	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis martae	10699	20294	caenmart	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis miliaria	10000171	NA	NA	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis nachoi	16611	NA	caennach	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis pseudorivulorum	4524	10053	caenpseu	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis pusilla	4525	10124	caenpusi	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis rivulorum	4526	273	caenrivu	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis robusta	4527	711	caenrobu	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis sp.	4528	32	caensp	genus	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis strugaensis	20124	NA	caenstru	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Caenis sp.	Ephemeroptera	Caenidae	Caenis	Caenis valentinae	16661	NA	caenvale	species	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Cercobrachys sp.	Ephemeroptera	Caenidae	Cercobrachys	Cercobrachys minutus	10702	20296	bracminu	species	0.88	-0.3	1	1	1
Ephemeroptera Gen. sp.	Caenidae Gen. sp.	Cercobrachys sp.	Ephemeroptera	Caenidae	Cercobrachys	Cercobrachys sp.	21498	NA	cercobsp	genus	0.88	-0.3	1	1	1
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Drunella sp.	Ephemeroptera	Ephemerellidae	Drunella	Drunella paradinasi	16612	NA	drunpara	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Drunella sp.	Ephemeroptera	Ephemerellidae	Drunella	Drunella sp.	10703	NA	drunsp.	genus	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Ephemerella sp.	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella aroni	20125	NA	ephearon	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Ephemerella sp.	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella aurivillii	10000396	NA	NA	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Ephemerella sp.	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella lenoki	10000398	NA	NA	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Ephemerella sp.	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella lepnevae	10000399	NA	NA	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Ephemerella sp.	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella mucronata	5135	131	ephemucr	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Ephemerella sp.	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella notata	5136	302	ephenota	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Ephemerella sp.	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella nuda	10000403	NA	NA	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Ephemerella sp.	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella sp.	5137	377	epellasp	genus	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Ephemerella sp.	Ephemeroptera	Ephemerellidae	Ephemerella	Ephemerella triacantha	10000404	NA	NA	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Ephemerellidae Gen. sp.	Ephemeroptera	Ephemerellidae	Ephemerellidae	Ephemerellidae Gen. sp.	8408	20915	ephlgen.	family	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Ephemerellinae Gen. sp.	Ephemeroptera	Ephemerellidae	Ephemerellinae	Ephemerellinae Gen. sp.	19862	NA	ephegesp	genus	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Eurylophella sp.	Ephemeroptera	Ephemerellidae	Eurylophella	Eurylophella iberica	12202	NA	euryiber	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Eurylophella sp.	Ephemeroptera	Ephemerellidae	Eurylophella	Eurylophella karelica	12201	20291	eurycare	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Eurylophella sp.	Ephemeroptera	Ephemerellidae	Eurylophella	Eurylophella sp.	14523	NA	eurlsp.	genus	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Serratella sp.	Ephemeroptera	Ephemerellidae	Serratella	Serratella albai	16613	NA	serralba	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Serratella sp.	Ephemeroptera	Ephemerellidae	Serratella	Serratella hispanica	16614	NA	serrhisp	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Serratella sp.	Ephemeroptera	Ephemerellidae	Serratella	Serratella ignita	5131	1	epheigni	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Serratella sp.	Ephemeroptera	Ephemerellidae	Serratella	Serratella maculocaudata	12204	NA	serrmacu	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Serratella sp.	Ephemeroptera	Ephemerellidae	Serratella	Serratella mesoleuca	5134	20973	ephemeso	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Serratella sp.	Ephemeroptera	Ephemerellidae	Serratella	Serratella sp.	14424	20887	serrasp.	genus	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Serratella sp.	Ephemeroptera	Ephemerellidae	Serratella	Serratella spinosa ssp.	19402	NA	serspssp	subspecies	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Torleya sp.	Ephemeroptera	Ephemerellidae	Torleya	Torleya major	7083	713	ephemajo	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Torleya sp.	Ephemeroptera	Ephemerellidae	Torleya	Torleya nazarita	20127	NA	torlnaza	species	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemerellidae Gen. sp.	Torleya sp.	Ephemeroptera	Ephemerellidae	Torleya	Torleya sp.	14494	NA	torlsp.	genus	1	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeridae Gen. sp.	Ephemera sp.	Ephemeroptera	Ephemeridae	Ephemera	Ephemera danica	5124	47	ephedani	species	2	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeridae Gen. sp.	Ephemera sp.	Ephemeroptera	Ephemeridae	Ephemera	Ephemera danica/lineata	21939	NA	ephedali	species	2	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeridae Gen. sp.	Ephemera sp.	Ephemeroptera	Ephemeridae	Ephemera	Ephemera glaucops	5125	10452	epheglau	species	2	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeridae Gen. sp.	Ephemera sp.	Ephemeroptera	Ephemeridae	Ephemera	Ephemera hellenica	12207	NA	ephehele	species	2	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeridae Gen. sp.	Ephemera sp.	Ephemeroptera	Ephemeridae	Ephemera	Ephemera lineata	5127	568	epheline	species	2	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeridae Gen. sp.	Ephemera sp.	Ephemeroptera	Ephemeridae	Ephemera	Ephemera orientalis	10000393	NA	NA	species	2	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeridae Gen. sp.	Ephemera sp.	Ephemeroptera	Ephemeridae	Ephemera	Ephemera parnassiana	21488	NA	epheparn	species	2	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeridae Gen. sp.	Ephemera sp.	Ephemeroptera	Ephemeridae	Ephemera	Ephemera sp.	5128	393	epmerasp	genus	2	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeridae Gen. sp.	Ephemera sp.	Ephemeroptera	Ephemeridae	Ephemera	Ephemera vulgata	5129	186	ephevulg	species	2	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeridae Gen. sp.	Ephemera sp.	Ephemeroptera	Ephemeridae	Ephemera	Ephemera zettana	12208	NA	ephezett	species	2	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeridae Gen. sp.	Ephemeridae Gen. sp.	Ephemeroptera	Ephemeridae	Ephemeridae	Ephemeridae Gen. sp.	8423	NA	ephrgen.	family	2	-0.3	1	0	0
Ephemeroptera Gen. sp.	Ephemeroptera Gen. sp.	Ephemeroptera Gen. sp.	Ephemeroptera	Ephemeroptera	Ephemeroptera	Ephemeroptera Gen. sp.	8714	NA	ephegen.	group	1	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Afghanurus sp.	Ephemeroptera	Heptageniidae	Afghanurus	Afghanurus joernensis	12534	NA	ecdyjoer	species	0.75	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Afghanurus sp.	Ephemeroptera	Heptageniidae	Afghanurus	Afghanurus sp.	21500	NA	afghansp	genus	0.75	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Cinygma sp.	Ephemeroptera	Heptageniidae	Cinygma	Cinygma lyriformis	12206	NA	cinypete	species	0.75	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Cinygma sp.	Ephemeroptera	Heptageniidae	Cinygma	Cinygma sp.	14506	NA	cinysp.	genus	0.75	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus abracadabrus	10000344	NA	NA	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus alpinus	16663	20862	ecdyalpi	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus androsianus	20129	NA	ecdyandr	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus angelieri	12530	NA	ecdyange	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus aspersus	10000345	NA	NA	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus aurantiacus	5037	610	ecdyaura	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus austriacus	5038	20122	ecdyaust	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus baeticus	21289	NA	ecdybaet	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus belfiorei	20128	NA	ecdybelf	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus bellieri	16664	NA	ecdybell	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus carpathicus	7485	20970	ecdycarp	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus codinai	12531	NA	ecdycodi	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus corsicus	12532	NA	ecdycors	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus cortensis	12533	NA	ecdycort	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus dispar	5040	431	ecdydisp	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus dispar/submontanus	21953	NA	ecdydisu	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus diversus	16617	NA	ecdydive	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus epeorides	7487	NA	ecdyepeo	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus excelsus	16618	NA	ecdyexce	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus flavimanus	16623	NA	ecdyflav	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus fluminum var. speciosa	16619	NA	ecdyflum	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus forcipula	5043	NA	ecdyforc	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus graecus	20132	NA	ecdygrae	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus helveticus	5044	10447	ecdyhelv	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus helveticus-Gr.	5045	10368	ecdyhegr	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus helveticus/zelleri	10594	NA	ecdyheze	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus insignis	5046	71	ecdyinsi	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus krueperi	12535	NA	ecdykrue	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus macani	5048	20123	ecdymaca	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus macani/torrentis	20437	NA	ecdymato	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus moreae	5049	NA	ecdymore	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus olgae	21290	NA	ecdyolga	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus parahelveticus	5050	20863	ecdypara	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus picteti	5051	10448	ecdypict	species	0.5	-0.3	1	1	1
Ephemeroptera Gen. sp.	Heptageniidae Gen. sp.	Ecdyonurus sp.	Ephemeroptera	Heptageniidae	Ecdyonurus	Ecdyonurus puma	20131	NA	ecdypuma	species	0.5	-0.3	1	1	1
