group2	family2	genus2	group	family	genus	subspecies	stage	taxa	ID	DIN	shortcode	levelAQEM	LINK	LINK_ID	levelLINK
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silo sp.	Trichoptera	Goeridae	Silo	NA	NA	Silo graellsi	18996	NA	silograe	species	Silo graellsi	18996	species
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silo sp.	Trichoptera	Goeridae	Silo	NA	NA	Silo mediterraneus	16048	NA	silomeme	species	Silo mediterraneus	16048	species
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silo sp.	Trichoptera	Goeridae	Silo	NA	NA	Silo nigricornis	6833	264	silonigr	species	Silo nigricornis	6833	species
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silo sp.	Trichoptera	Goeridae	Silo	NA	NA	Silo nigricornis/piceus	9952	20947	silonipi	species	Silo nigricornis/piceus	9952	species
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silo sp.	Trichoptera	Goeridae	Silo	NA	NA	Silo pallipes	6834	265	silopall	species	Silo pallipes	6834	species
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silo sp.	Trichoptera	Goeridae	Silo	NA	NA	Silo piceus	6835	266	silopice	species	Silo piceus	6835	species
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silo sp.	Trichoptera	Goeridae	Silo	NA	NA	Silo proximus	21899	NA	siloprox	species	Silo proximus	21899	species
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silo sp.	Trichoptera	Goeridae	Silo	NA	NA	Silo rufescens	16050	NA	silorufe	species	Silo rufescens	16050	species
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silo sp.	Trichoptera	Goeridae	Silo	NA	NA	Silo sp.	6836	5	silosp.	genus	Silo sp.	6836	genus
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silo sp.	Trichoptera	Goeridae	Silo	NA	NA	Silo tuberculatus	21703	NA	silotube	species	Silo tuberculatus	21703	species
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silonella sp.	Trichoptera	Goeridae	Silonella	Silonella aurata ssp.	NA	Silonella aurata aurata	16046	NA	siloaura	subspecies	Silonella aurata ssp.	19455	subspecies
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silonella sp.	Trichoptera	Goeridae	Silonella	Silonella aurata ssp.	NA	Silonella aurata ronda	19259	NA	siloauro	subspecies	Silonella aurata ssp.	19455	subspecies
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silonella sp.	Trichoptera	Goeridae	Silonella	Silonella aurata ssp.	NA	Silonella aurata ssp.	19455	NA	silaussp	subspecies	Silonella aurata ssp.	19455	subspecies
Trichoptera Gen. sp.	Goeridae Gen. sp.	Silonella sp.	Trichoptera	Goeridae	Silonella	NA	NA	Silonella sp.	16550	NA	silonesp	genus	Silonella sp.	16550	genus
Trichoptera Gen. sp.	Helicopsychidae Gen. sp.	Helicopsyche sp.	Trichoptera	Helicopsychidae	Helicopsyche	NA	NA	Helicopsyche bacescui	20916	NA	helibace	species	Helicopsyche bacescui	20916	species
Trichoptera Gen. sp.	Helicopsychidae Gen. sp.	Helicopsyche sp.	Trichoptera	Helicopsychidae	Helicopsyche	NA	NA	Helicopsyche lusitanica	14701	NA	heliheli	species	Helicopsyche lusitanica	14701	species
Trichoptera Gen. sp.	Helicopsychidae Gen. sp.	Helicopsyche sp.	Trichoptera	Helicopsychidae	Helicopsyche	NA	NA	Helicopsyche megalochari	20917	NA	helimega	species	Helicopsyche megalochari	20917	species
Trichoptera Gen. sp.	Helicopsychidae Gen. sp.	Helicopsyche sp.	Trichoptera	Helicopsychidae	Helicopsyche	NA	NA	Helicopsyche revelieri	15430	NA	helireve	species	Helicopsyche revelieri	15430	species
Trichoptera Gen. sp.	Helicopsychidae Gen. sp.	Helicopsyche sp.	Trichoptera	Helicopsychidae	Helicopsyche	NA	NA	Helicopsyche sp.	12459	NA	helcsp.	genus	Helicopsyche sp.	12459	genus
Trichoptera Gen. sp.	Helicopsychidae Gen. sp.	Helicopsyche sp.	Trichoptera	Helicopsychidae	Helicopsyche	NA	NA	Helicopsyche sperata	12460	NA	helisper	species	Helicopsyche sperata	12460	species
Trichoptera Gen. sp.	Helicopsychidae Gen. sp.	Helicopsychidae Gen. sp.	Trichoptera	Helicopsychidae	Helicopsychidae	NA	NA	Helicopsychidae Gen. sp.	8433	NA	heligen.	family	Helicopsychidae Gen. sp.	8433	family
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Aethaloptera sp.	Trichoptera	Hydropsychidae	Aethaloptera	NA	NA	Aethaloptera evanescens	10000018	NA	NA	species	Aethaloptera evanescens	10000018	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Aethaloptera sp.	Trichoptera	Hydropsychidae	Aethaloptera	NA	NA	Aethaloptera sp.	20000012	NA	NA	genus	Aethaloptera sp.	20000012	genus
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Arctopsyche sp.	Trichoptera	Hydropsychidae	Arctopsyche	NA	NA	Arctopsyche ladogensis	10659	NA	arctlado	species	Arctopsyche ladogensis	10659	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Arctopsyche sp.	Trichoptera	Hydropsychidae	Arctopsyche	NA	NA	Arctopsyche sp.	9993	NA	arcosp.	genus	Arctopsyche sp.	9993	genus
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Arctopsychinae Gen. sp.	Trichoptera	Hydropsychidae	Arctopsychinae	NA	NA	Arctopsychinae Gen. sp.	19102	NA	arctogen	genus	Arctopsychinae Gen. sp.	19102	genus
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Ceratopsyche sp.	Trichoptera	Hydropsychidae	Ceratopsyche	NA	NA	Ceratopsyche kozhantshikovi	10000196	NA	NA	species	Ceratopsyche kozhantshikovi	10000196	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Ceratopsyche sp.	Trichoptera	Hydropsychidae	Ceratopsyche	NA	NA	Ceratopsyche nevae	10000197	NA	NA	species	Ceratopsyche nevae	10000197	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Ceratopsyche sp.	Trichoptera	Hydropsychidae	Ceratopsyche	NA	NA	Ceratopsyche sp.	20000013	NA	NA	genus	Ceratopsyche sp.	20000013	genus
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Ceratopsyche sp.	Trichoptera	Hydropsychidae	Ceratopsyche	NA	NA	Ceratopsyche valvata	10000198	NA	NA	species	Ceratopsyche valvata	10000198	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Cheumatopsyche sp.	Trichoptera	Hydropsychidae	Cheumatopsyche	NA	NA	Cheumatopsyche capitella	20852	NA	cheucapi	species	Cheumatopsyche capitella	20852	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Cheumatopsyche sp.	Trichoptera	Hydropsychidae	Cheumatopsyche	NA	NA	Cheumatopsyche infascia	10000219	NA	NA	species	Cheumatopsyche infascia	10000219	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Cheumatopsyche sp.	Trichoptera	Hydropsychidae	Cheumatopsyche	NA	NA	Cheumatopsyche lepida	4639	423	cheulepi	species	Cheumatopsyche lepida	4639	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Cheumatopsyche sp.	Trichoptera	Hydropsychidae	Cheumatopsyche	NA	NA	Cheumatopsyche processuata	21526	NA	cheuproc	species	Cheumatopsyche processuata	21526	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Cheumatopsyche sp.	Trichoptera	Hydropsychidae	Cheumatopsyche	NA	NA	Cheumatopsyche sp.	4640	NA	cheusp.	genus	Cheumatopsyche sp.	4640	genus
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Diplectrona sp.	Trichoptera	Hydropsychidae	Diplectrona	NA	NA	Diplectrona atra	15295	NA	diplatra	species	Diplectrona atra	15295	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Diplectrona sp.	Trichoptera	Hydropsychidae	Diplectrona	NA	NA	Diplectrona felix	4983	20106	diplfeli	species	Diplectrona felix	4983	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Diplectrona sp.	Trichoptera	Hydropsychidae	Diplectrona	NA	NA	Diplectrona juliarum	21890	NA	dipljuli	species	Diplectrona juliarum	21890	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Diplectrona sp.	Trichoptera	Hydropsychidae	Diplectrona	NA	NA	Diplectrona magna	15296	NA	diplmagn	species	Diplectrona magna	15296	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Diplectrona sp.	Trichoptera	Hydropsychidae	Diplectrona	NA	NA	Diplectrona meridionalis	20865	NA	diplmeri	species	Diplectrona meridionalis	20865	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Diplectrona sp.	Trichoptera	Hydropsychidae	Diplectrona	NA	NA	Diplectrona moralesi	20866	NA	diplmora	species	Diplectrona moralesi	20866	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Diplectrona sp.	Trichoptera	Hydropsychidae	Diplectrona	NA	NA	Diplectrona ripollensis	20867	NA	diplripo	species	Diplectrona ripollensis	20867	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Diplectrona sp.	Trichoptera	Hydropsychidae	Diplectrona	NA	NA	Diplectrona robusta	21891	NA	diplrobu	species	Diplectrona robusta	21891	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Diplectrona sp.	Trichoptera	Hydropsychidae	Diplectrona	NA	NA	Diplectrona sp.	9997	NA	diplcsp.	genus	Diplectrona sp.	9997	genus
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Diplectrona sp.	Trichoptera	Hydropsychidae	Diplectrona	NA	NA	Diplectrona vairya	21532	NA	diplvair	species	Diplectrona vairya	21532	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Diplectroninae Gen. sp.	Trichoptera	Hydropsychidae	Diplectroninae	NA	NA	Diplectroninae Gen. sp.	19094	NA	diplegen	genus	Diplectroninae Gen. sp.	19094	genus
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche acinoxas	20919	NA	hydracin	species	Hydropsyche acinoxas	20919	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche acuta	20920	NA	hypsacut	species	Hydropsyche acuta	20920	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche adspersa	20921	NA	hydradsp	species	Hydropsyche adspersa	20921	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche akseki	21564	NA	hydrakse	species	Hydropsyche akseki	21564	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche alaca	21565	NA	hydralac	species	Hydropsyche alaca	21565	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche alanya	21566	NA	hydralan	species	Hydropsyche alanya	21566	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche alarensis	21567	NA	hypsalar	species	Hydropsyche alarensis	21567	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche ambigua	14781	NA	hydrambi	species	Hydropsyche ambigua	14781	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche anachoreta	21915	NA	hydranac	species	Hydropsyche anachoreta	21915	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche angustipennis ssp.	NA	Hydropsyche angustipennis angustipennis	5588	125	hydrangu	subspecies	Hydropsyche angustipennis ssp.	21230	subspecies
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche angustipennis ssp.	NA	Hydropsyche angustipennis mallorcana	19260	NA	hydranma	subspecies	Hydropsyche angustipennis ssp.	21230	subspecies
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche angustipennis ssp.	NA	Hydropsyche angustipennis ssp.	21230	NA	hydanssp	subspecies	Hydropsyche angustipennis ssp.	21230	subspecies
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche bitlis	21568	NA	hydrbitl	species	Hydropsyche bitlis	21568	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche botosaneanui	13021	20322	hydrboto	species	Hydropsyche botosaneanui	13021	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche botosaneanui/incognita/pellucidula	20201	NA	hyboinpe	species	Hydropsyche botosaneanui/incognita/pellucidula	20201	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche brevis	18998	NA	hydbrevi	species	Hydropsyche brevis	18998	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche bulbifera	5589	968	hydrbulb	species	Hydropsyche bulbifera	5589	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche bulgaromanorum	5590	956	hydrbulg	species	Hydropsyche bulgaromanorum	5590	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche cetibeli	20922	NA	hydrceti	species	Hydropsyche cetibeli	20922	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche cirali	21569	NA	hydrcira	species	Hydropsyche cirali	21569	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche consanquinea	21570	NA	hydrcons	species	Hydropsyche consanquinea	21570	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche contubernalis ssp.	NA	Hydropsyche contubernalis borealis	20923	NA	hydrcobo	subspecies	Hydropsyche contubernalis ssp.	5592	subspecies
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche contubernalis ssp.	NA	Hydropsyche contubernalis contubernalis	21231	877	hydrcont	subspecies	Hydropsyche contubernalis ssp.	5592	subspecies
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche contubernalis ssp.	NA	Hydropsyche contubernalis masovica	19261	NA	hydrcoma	subspecies	Hydropsyche contubernalis ssp.	5592	subspecies
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	Hydropsyche contubernalis ssp.	NA	Hydropsyche contubernalis ssp.	5592	NA	hydcossp	subspecies	Hydropsyche contubernalis ssp.	5592	subspecies
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche cornuta	21571	NA	hypscorn	species	Hydropsyche cornuta	21571	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche cyrnotica	18999	NA	hydrcyrn	species	Hydropsyche cyrnotica	18999	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche debirasi	19262	NA	hydrdebi	species	Hydropsyche debirasi	19262	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche delamarei	21572	NA	hydrdela	species	Hydropsyche delamarei	21572	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche dinarica	5594	637	hydrdina	species	Hydropsyche dinarica	5594	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche dinarica/instabilis	9701	NA	hydrdiin	species	Hydropsyche dinarica/instabilis	9701	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche discreta	19263	NA	hyddiscr	species	Hydropsyche discreta	19263	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche djabai	21573	NA	hydrdjab	species	Hydropsyche djabai	21573	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche doehleri	15474	NA	hydrdoeh	species	Hydropsyche doehleri	15474	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche elmali	21574	NA	hydrelma	species	Hydropsyche elmali	21574	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche emarginata	20924	NA	hydremar	species	Hydropsyche emarginata	20924	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche exocellata	7190	958	hydrexoc	species	Hydropsyche exocellata	7190	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche fontinalis	20925	NA	hydrfont	species	Hydropsyche fontinalis	20925	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche fulvipes	5596	72	hydrfulv	species	Hydropsyche fulvipes	5596	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche fulvipes/instabilis	20440	NA	hydrinfu	species	Hydropsyche fulvipes/instabilis	20440	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche fulvipes/tenuis	16889	NA	hydrfute	species	Hydropsyche fulvipes/tenuis	16889	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche fumata	15478	NA	hydrfuma	species	Hydropsyche fumata	15478	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche gemecika	21575	NA	hydrgeme	species	Hydropsyche gemecika	21575	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche gereckei	15482	NA	hydrgere	species	Hydropsyche gereckei	15482	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche guttata	5597	284	hydrgutt	species	Hydropsyche guttata	5597	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche hadimensis	21576	NA	hydrhadi	species	Hydropsyche hadimensis	21576	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche iberomaroccana	20926	NA	hydriber	species	Hydropsyche iberomaroccana	20926	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche incognita	8142	10370	hydrinco	species	Hydropsyche incognita	8142	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche incognita/pellucidula	13024	20995	hydrpein	species	Hydropsyche incognita/pellucidula	13024	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche infernalis	19265	NA	hydrinfe	species	Hydropsyche infernalis	19265	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche instabilis	5598	849	hydrinst	species	Hydropsyche instabilis	5598	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche instabilis-Gr.	20426	NA	hydringr	species	Hydropsyche instabilis-Gr.	20426	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche jordanensis	21577	NA	hydrjord	species	Hydropsyche jordanensis	21577	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche kazdagensis	21578	NA	hydrkazd	species	Hydropsyche kazdagensis	21578	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche kebab	21579	NA	hydrkeba	species	Hydropsyche kebab	21579	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche kepez	21580	NA	hydrkepe	species	Hydropsyche kepez	21580	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche kinzelbachi	21581	NA	hydrkinz	species	Hydropsyche kinzelbachi	21581	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche kirikhan	21582	NA	hydrkiri	species	Hydropsyche kirikhan	21582	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche klefbecki	15489	NA	hydrklef	species	Hydropsyche klefbecki	15489	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche kleobis	20927	NA	hydrkleo	species	Hydropsyche kleobis	20927	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche kocaki	21583	NA	hydrkoca	species	Hydropsyche kocaki	21583	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche krassimiri	20928	NA	hydrkras	species	Hydropsyche krassimiri	20928	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche lagranja	20929	NA	hydrlagr	species	Hydropsyche lagranja	20929	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche lepnevae	21584	NA	hydrlepn	species	Hydropsyche lepnevae	21584	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche lobata	13022	NA	hydrloba	species	Hydropsyche lobata	13022	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche machaon	20930	NA	hydrmach	species	Hydropsyche machaon	20930	species
Trichoptera Gen. sp.	Hydropsychidae Gen. sp.	Hydropsyche sp.	Trichoptera	Hydropsychidae	Hydropsyche	NA	NA	Hydropsyche maderensis	19266	NA	hydrmade	species	Hydropsyche maderensis	19266	species
