group2	family2	genus2	group	family	genus	subspecies	stage	taxa	ID	DIN	shortcode	levelAQEM	LINK	LINK_ID	levelLINK
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Sympycnus sp.	Diptera	Dolichopodidae	Sympycnus	NA	NA	Sympycnus simplicipes	11564	NA	sympsimp	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Sympycnus sp.	Diptera	Dolichopodidae	Sympycnus	NA	NA	Sympycnus sp.	7293	20772	symysp.	genus	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Sympycnus sp.	Diptera	Dolichopodidae	Sympycnus	NA	NA	Sympycnus spiculartus	11565	NA	sympspic	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon aulicus	11566	NA	syntauli	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon bicolorellum	11567	NA	syntbico	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon filiger	17012	NA	syntfili	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon fuscipes	11568	NA	syntfusc	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon luteicorne	17013	NA	syntlute	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon macula	17014	NA	syntmacu	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon metathesis	11569	NA	syntmeta	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon miki	11570	NA	syntmiki	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon monilis	11571	NA	syntmoni	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon mutillatus	17015	NA	syntmuti	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon pallipes	7298	NA	syntpall	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon pumilus	7289	NA	syntpumi	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon punctatus	11572	NA	syntpunc	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon rufipes	11573	NA	syntrufi	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon setosum	17016	NA	syntseto	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon sp.	9475	20773	syntsp.	genus	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon subinermis	11574	NA	syntsubi	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon sulcipes	11575	NA	syntsulc	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon tarsatus	11576	NA	synttars	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Syntormon sp.	Diptera	Dolichopodidae	Syntormon	NA	NA	Syntormon zelleri	11577	NA	syntzell	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Systenus sp.	Diptera	Dolichopodidae	Systenus	NA	NA	Systenus bipartitus	17017	NA	systbipa	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Systenus sp.	Diptera	Dolichopodidae	Systenus	NA	NA	Systenus leucurus	7717	NA	systleuc	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Systenus sp.	Diptera	Dolichopodidae	Systenus	NA	NA	Systenus pallipes	7718	NA	systpall	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Systenus sp.	Diptera	Dolichopodidae	Systenus	NA	NA	Systenus scholtzii	17018	NA	systscho	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Systenus sp.	Diptera	Dolichopodidae	Systenus	NA	NA	Systenus sp.	9476	20767	systsp.	genus	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Tachytrechus sp.	Diptera	Dolichopodidae	Tachytrechus	NA	NA	Tachytrechus consobrinus	11403	NA	tachcons	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Tachytrechus sp.	Diptera	Dolichopodidae	Tachytrechus	NA	NA	Tachytrechus genualis	11404	NA	tachgenu	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Tachytrechus sp.	Diptera	Dolichopodidae	Tachytrechus	NA	NA	Tachytrechus insignis	11492	NA	tachinsi	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Tachytrechus sp.	Diptera	Dolichopodidae	Tachytrechus	NA	NA	Tachytrechus kowazri	11493	NA	tachkowa	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Tachytrechus sp.	Diptera	Dolichopodidae	Tachytrechus	NA	NA	Tachytrechus notatus	11494	NA	tachnota	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Tachytrechus sp.	Diptera	Dolichopodidae	Tachytrechus	NA	NA	Tachytrechus ocior	11495	NA	tachocio	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Tachytrechus sp.	Diptera	Dolichopodidae	Tachytrechus	NA	NA	Tachytrechus ripicola	11496	NA	tachripi	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Tachytrechus sp.	Diptera	Dolichopodidae	Tachytrechus	NA	NA	Tachytrechus sp.	14624	20762	tachsp.	genus	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Telmaturgus sp.	Diptera	Dolichopodidae	Telmaturgus	NA	NA	Telmaturgus   tumidulus	17020	NA	telmtumi	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Telmaturgus sp.	Diptera	Dolichopodidae	Telmaturgus	NA	NA	Telmaturgus sp.	17019	NA	telmatsp	genus	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Teuchophorus sp.	Diptera	Dolichopodidae	Teuchophorus	NA	NA	Teuchophorus calcaratus	11578	NA	teuccalc	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Teuchophorus sp.	Diptera	Dolichopodidae	Teuchophorus	NA	NA	Teuchophorus monacanthus	11579	NA	teucmona	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Teuchophorus sp.	Diptera	Dolichopodidae	Teuchophorus	NA	NA	Teuchophorus nigricosta	11580	NA	teucnigr	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Teuchophorus sp.	Diptera	Dolichopodidae	Teuchophorus	NA	NA	Teuchophorus signatus	17021	NA	teucsign	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Teuchophorus sp.	Diptera	Dolichopodidae	Teuchophorus	NA	NA	Teuchophorus simplex	11581	NA	teucsimp	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Teuchophorus sp.	Diptera	Dolichopodidae	Teuchophorus	NA	NA	Teuchophorus sp.	14625	20774	teucsp.	genus	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Teuchophorus sp.	Diptera	Dolichopodidae	Teuchophorus	NA	NA	Teuchophorus spinigerellus	11582	NA	teucspin	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Xanthochlorus sp.	Diptera	Dolichopodidae	Xanthochlorus	NA	NA	Xanthochlorus ornatus	11583	NA	xantorna	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Xanthochlorus sp.	Diptera	Dolichopodidae	Xanthochlorus	NA	NA	Xanthochlorus sp.	14626	NA	xanhsp.	genus	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Dolichopodidae Gen. sp.	Xanthochlorus sp.	Diptera	Dolichopodidae	Xanthochlorus	NA	NA	Xanthochlorus tenelus	11584	NA	xanttene	species	Dolichopodidae Gen. sp.	8427	family
Diptera Gen. sp.	Empididae Gen. sp.	Atalanta sp.	Diptera	Empididae	Atalanta	NA	NA	Atalanta sp.	4361	NA	atalsp.	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Atalantinae Gen. sp.	Diptera	Empididae	Atalantinae	NA	NA	Atalantinae Gen. sp.	4362	NA	atalgen.	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Bergenstammia sp.	Diptera	Empididae	Bergenstammia	NA	NA	Bergenstammia pyrenaica	17023	NA	bergpyre	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Bergenstammia sp.	Diptera	Empididae	Bergenstammia	NA	NA	Bergenstammia sp.	17192	NA	bergensp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera angusta	17024	NA	chelangu	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera aperticauda	7336	NA	chelaper	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera astigma	12148	NA	chelasti	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera concinnicauda	7337	NA	chelconc	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera diversicauda	7338	NA	cheldive	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera flavella	7314	NA	chelflav	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera monostigma	12149	NA	chelmono	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera obscura	17026	NA	chelobsc	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera occidentalis	17029	NA	chelocci	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera pallida	17027	NA	chelpall	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera pectinicauda	7339	NA	chelpect	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera precabunda	7340	NA	chelprda	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera precatoria	7315	NA	chelprec	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera pyrenaica	17028	NA	chelpyre	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera siveci	21971	NA	chelsive	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera sp.	4638	20039	chelifsp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera stigmatica	4637	NA	chelstig	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera sp.	Diptera	Empididae	Chelifera	NA	NA	Chelifera trapezina	7316	NA	cheltrap	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera-Gr. Gen. sp.	Diptera	Empididae	Chelifera-Gr.	NA	NA	Chelifera-Gr. Gen. sp.	20098	NA	chgrgesp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelifera/Hemerodromia sp.	Diptera	Empididae	Chelifera/Hemerodromia	NA	NA	Chelifera/Hemerodromia sp.	9732	NA	chehemsp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelipoda sp.	Diptera	Empididae	Chelipoda	NA	NA	Chelipoda albiseta	17030	NA	chelalbi	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelipoda sp.	Diptera	Empididae	Chelipoda	NA	NA	Chelipoda sp.	17031	NA	chelipsp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Chelipoda sp.	Diptera	Empididae	Chelipoda	NA	NA	Chelipoda vocatoria	17032	NA	chelvoca	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera appendiculata	7320	NA	clinappe	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera barbatula	7321	NA	clinbarb	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera bipunctata	12125	NA	clinbipu	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera dimidiata	12126	NA	clindimi	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera elapha	12127	NA	clinelap	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera fontinalis	12128	NA	clinfont	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera inermis	7322	NA	clininer	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera madicola	17033	NA	clinmadi	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera nigra	7323	NA	clinnigr	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera nivalis	17034	NA	clinniva	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera plectrum	7324	NA	clinplec	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera pokornyi	17035	NA	clinpoko	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera schremmeri	17037	NA	clinschr	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera slovaca	12129	NA	clinslov	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera sp.	4700	695	clinocsp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera stagnalis	7330	NA	clinstag	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera tenella	7325	NA	clintene	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera tibiella	7326	NA	clintibi	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera varipennis	12130	NA	clinvar	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera wesmaeli	7328	NA	clinwesm	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocera sp.	Diptera	Empididae	Clinocera	NA	NA	Clinocera zwicki	17038	NA	clinzwic	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocerella sp.	Diptera	Empididae	Clinocerella	NA	NA	Clinocerella oldenbergi	21981	NA	clinolde	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocerella sp.	Diptera	Empididae	Clinocerella	NA	NA	Clinocerella sp.	21980	NA	clinoesp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Clinocerinae Gen. sp.	Diptera	Empididae	Clinocerinae	NA	NA	Clinocerinae Gen. sp.	19847	20917	clingesp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Dolichocephala sp.	Diptera	Empididae	Dolichocephala	NA	NA	Dolichocephala austriaca	7319	NA	doliaust	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Dolichocephala sp.	Diptera	Empididae	Dolichocephala	NA	NA	Dolichocephala bartaki	12131	NA	dlchbart	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Dolichocephala sp.	Diptera	Empididae	Dolichocephala	NA	NA	Dolichocephala cavatica	12132	NA	dlchcava	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Dolichocephala sp.	Diptera	Empididae	Dolichocephala	NA	NA	Dolichocephala engeli	7317	NA	dlchenge	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Dolichocephala sp.	Diptera	Empididae	Dolichocephala	NA	NA	Dolichocephala guttata	12133	NA	dlchgutt	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Dolichocephala sp.	Diptera	Empididae	Dolichocephala	NA	NA	Dolichocephala irrorata	7318	NA	dlchirro	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Dolichocephala sp.	Diptera	Empididae	Dolichocephala	NA	NA	Dolichocephala ocellata	4993	NA	doliocel	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Dolichocephala sp.	Diptera	Empididae	Dolichocephala	NA	NA	Dolichocephala sp.	4994	20409	dohalasp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Dryodromia sp.	Diptera	Empididae	Dryodromia	NA	NA	Dryodromia sp.	14512	NA	dryosp.	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Dryodromia sp.	Diptera	Empididae	Dryodromia	NA	NA	Dryodromia testacea	12147	NA	dryotest	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empididae Gen. sp.	Diptera	Empididae	Empididae	NA	NA	Empididae Gen. sp.	5097	10360	empidige	family	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empidinae Gen. sp.	Diptera	Empididae	Empidinae	NA	NA	Empidinae Gen. sp.	19861	NA	empigesp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empis sp.	Diptera	Empididae	Empis	NA	NA	Empis chioptera	9480	NA	empichio	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empis sp.	Diptera	Empididae	Empis	NA	NA	Empis femorata	9482	NA	empifemo	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empis sp.	Diptera	Empididae	Empis	NA	NA	Empis florisomna	9483	NA	empiflor	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empis sp.	Diptera	Empididae	Empis	NA	NA	Empis livida	9484	NA	empilivi	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empis sp.	Diptera	Empididae	Empis	NA	NA	Empis lutea	9485	NA	empilute	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empis sp.	Diptera	Empididae	Empis	NA	NA	Empis maculata	9486	NA	empimacu	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empis sp.	Diptera	Empididae	Empis	NA	NA	Empis nigricans	9487	NA	empinigr	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empis sp.	Diptera	Empididae	Empis	NA	NA	Empis sp.	9481	NA	empisp.	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empis sp.	Diptera	Empididae	Empis	NA	NA	Empis stercorea	9488	NA	empister	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Empis sp.	Diptera	Empididae	Empis	NA	NA	Empis trigamma	9489	NA	empitrig	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Heleodromia sp.	Diptera	Empididae	Heleodromia	NA	NA	Heleodromia immaculata	17039	NA	heleimma	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Heleodromia sp.	Diptera	Empididae	Heleodromia	NA	NA	Heleodromia sp.	17040	NA	heleodsp	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia adulatoria	17041	NA	hemeadul	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia baetica	17042	NA	hemebaet	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia gagneuri	17043	NA	hemegagn	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia laudatoria	17044	NA	hemelaud	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia maculata	17045	NA	hememacu	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia melangyna	12151	NA	hememela	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia oratoria	12152	NA	hemeorat	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia raptoria	12153	NA	hemerapt	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia seguyi	12150	NA	hemesegu	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia sp.	5442	599	hemesp.	genus	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia subangusta	12154	NA	hemesuba	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia trapezina	12155	NA	hemetrap	species	Empididae Gen. sp.	5097	family
Diptera Gen. sp.	Empididae Gen. sp.	Hemerodromia sp.	Diptera	Empididae	Hemerodromia	NA	NA	Hemerodromia unilineata	7341	NA	hemeunil	species	Empididae Gen. sp.	5097	family
